Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Grupo,Mes_Ano_Avaliacao,Categoria,Endemica_Brasil,Consta_em_Lista_Nacional_Oficial,Estado,Regiao,Bioma,UC_Federal,UC_Estadual,RPPN,Tendencia_Populacional,Ameaca
Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus bipunctatus,Anfíbios,09/2018,Menos Preocupante,Sim,Não,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro",|Nordeste|Sudeste|,Mata Atlântica,"APA Petrópolis, FLONA Mario Xavier, PARNA da Tijuca, PARNA do Descobrimento, PARNA do Pau Brasil, REBIO Augusto Ruschi, REBIO União","APA DE GRUMARI, ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA, ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL MESTRE ÁLVARO, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CORREDOR ECOLÓGICO LAGOA ENCANTADA / SERRA DO CONDURU, PARQUE ESTADUAL CUNHAMBEBE, PARQUE ESTADUAL DA FONTE GRANDE, PARQUE ESTADUAL DE ITAÚNAS, PARQUE ESTADUAL DO MENDANHA, PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA, PARQUE NATURAL MUNICIPAL DA SERRA DO MENDANHA, PARQUE NATURAL MUNICIPAL DE GRUMARI","RPPN CEFLUSMME, RPPN El Nagual, RPPN Fazenda Sayonara, RPPN Fazenda Suspiro",Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pareiorhaphis,Pareiorhaphis splendens,Peixes Continentais,11/2020,Menos Preocupante,Sim,Não,"Paraná, Santa Catarina",|Sul|,Mata Atlântica,"APA Guaraqueçaba, PARNA da Serra do Itajaí, PARNA Guaricana, PARNA Saint-Hilaire/Lange","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL DA SERRA DO TABULEIRO","RPPN Caetezal, RPPN Sítio do Bananal",Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas
Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella,Pimelodella enochi,Peixes Continentais,04/2021,Menos Preocupante,Sim,Não,"Paraíba, Rio Grande do Norte",|Nordeste|,"Caatinga, Mata Atlântica",,ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA,,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella,Pimelodella itapicuruensis,Peixes Continentais,04/2021,Menos Preocupante,Sim,Não,Bahia,|Nordeste|,"Caatinga, Mata Atlântica",,"ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO OURO, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA",,Desconhecida,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,Aves,02/2021,Menos Preocupante,Não,Não,"Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","APA Bacia do Rio Descoberto, APA Bacia do Rio São Bartolomeu, APA Cavernas do Peruaçu, APA Chapada do Araripe, APA Delta do Parnaíba, APA do Boqueirao da Onça, APA Planalto Central, APA Serra da Ibiapaba, ESEC da Serra das Araras, ESEC da Terra do Meio, ESEC de Murici, ESEC de Taiamã, ESEC Raso da Catarina, ESEC Serra Geral do Tocantins, FLONA Carajás, FLONA Contendas do Sincorá, FLONA de Brasília, FLONA de Negreiros, FLONA do Araripe-Apodi, FLONA do Tapajós, FLONA Jamanxim, FLONA Nísia Floresta, FLONA Tapirape-Aquiri, FLONA Trairão, MONA Rio São Francisco, PARNA Amazônia, PARNA Araguaia, PARNA Campos Amazônicos, PARNA Cavernas do Peruaçu, PARNA da Chapada das Mesas, PARNA da Chapada Diamantina, PARNA da Chapada dos Guimarães, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Bodoquena, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA de Brasília, PARNA de Sete Cidades, PARNA do Boqueirao da Onça, PARNA do Cabo Orange, PARNA do Caparaó, PARNA do Catimbau, PARNA do Descobrimento, PARNA Grande Sertão Veredas, PARNA Lençóis Maranhenses, PARNA Montanhas do Tumucumaque, PARNA Nascentes do Rio Parnaíba, PARNA Serra das Lontras, REBIO Augusto Ruschi, REBIO da Contagem, REBIO de Saltinho, REBIO de Serra Negra, REBIO do Gurupi, REBIO do Lago Piratuba, REBIO Guaribas, REBIO Nascentes da Serra do Cachimbo, REBIO Tapirapé, RESEX Marinha Mocapajuba, RESEX Recanto das Araras de Terra Ronca, RESEX Rio Cajari","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA DE CAFURINGA, APA DO LAGO PARANOÁ, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA, ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS, ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS, PARQUE ESTADUAL DO CANTãO, PARQUE ESTADUAL SERRA AZUL, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú","RPPN Fazenda Almas, RPPN Fazenda Estância Dorochê, RPPN Fazenda Pacatuba, RPPN Fazenda Santa Clara, RPPN Itajurú ou Sobrado, RPPN Jubran, RPPN Parque Ecológico João Basso, RPPN Serra das Almas II",Desconhecida,
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus xanthopterygius,Aves,11/2020,Menos Preocupante,Não,Não,"Acre, Alagoas, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São João/Mico-Leão-Dourado, APA Cairuçu, APA Cananéia-Iguape-Peruíbe, APA Carste da Lagoa Santa, APA Chapada do Araripe, APA Delta do Parnaíba, APA do Boqueirao da Onça, APA do Morro da Pedreira, APA Guapi-Mirim, APA Guaraqueçaba, APA Ilhas e Várzeas do Rio Paraná, APA Nascentes do Rio Vermelho, APA Petrópolis, APA Piaçabuçú, APA Planalto Central, APA Serra da Ibiapaba, APA Serra da Mantiqueira, APA Serra da Meruoca, ARIE Mata de Santa Genebra, ESEC de Aiuaba, ESEC de Murici, ESEC Raso da Catarina, ESEC Seridó, ESEC Serra Geral do Tocantins, FLONA Contendas do Sincorá, FLONA de Ipanema , FLONA de Passa Quatro, FLONA do Araripe-Apodi, FLONA Pacotuba, FLONA Restinga de Cabedelo, MONA Rio São Francisco, Parna Aparados da Serra, PARNA da Chapada Diamantina, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Bocaina, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA da Serra das Confusões, PARNA da Serra do Cipó, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA da Serra Geral, PARNA de Brasília, PARNA de Ilha Grande, PARNA de Itatiaia, PARNA de Sete Cidades, PARNA de Ubajara, PARNA do Catimbau, PARNA do Descobrimento, PARNA do Pau Brasil, PARNA Iguaçu, PARNA Saint-Hilaire/Lange, PARNA Serra das Lontras, REBIO de Poço das Antas, REBIO de Serra Negra, REBIO de Sooretama, REBIO de Una, REBIO do Gurupi, REBIO Guaribas, REBIO Rio Trombetas, REBIO União, RESEX Baixo Juruá, REVIS Una","APA CABREUVA, APA CAMPOS DO JORDÃO, APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU, APA IBITINGA, APA ILHA COMPRIDA, APA ITUPARARANGA, APA JUNDIAí, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA PIRACICABA JUQUERí-MIRIM AREA II, APA RIO BATALHA, APA SAPUCAí MIRIM, APA SERRA DO MAR, APA SISTEMA CANTAREIRA, APA TIETê, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO, ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ, AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO, ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA JIBÓIA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DE ACAUÃ, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL MATA SECA, PARQUE ESTADUAL RESTINGA DE BERTIOGA, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú, RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS","Estação Veracel, RPN Salto Apepique, RPPN Adília Paraguassu Batista, RPPN Agda, RPPN Ano Bom, RPPN Araçari, RPPN Arajara Park, RPPN Área de proteção do Reservatório de Juramento, RPPN Bela Vista, RPPN Bio Estação Águas Cristalinas, RPPN Brejo Novo, RPPN Cachoeira Boa Vista, RPPN Cachoeira do Cerradão, RPPN Caetezal, RPPN CEC/Tinguá, RPPN CEFLUSMME, RPPN Chácara Mangueiras, RPPN Chakra Grisu, RPPN Córrego dos bois, RPPN dos Feixos, RPPN Ecoparque de Una, RPPN Engenho Gargaú, RPPN Estância Jatobá, RPPN Estância Santa Inês, RPPN Fazenda Almas, RPPN Fazenda Alto da Boa Vista, RPPN Fazenda Arco-Íris, RPPN Fazenda Arruda, RPPN - Fazenda Barra do Pirapetinga, RPPN Fazenda Barra do Sana, RPPN Fazenda Bela Aurora, RPPN Fazenda Bom Jardim, RPPN Fazenda Bom Sucesso, RPPN Fazenda Cachoeirinha, RPPN Fazenda Caetano, RPPN Fazenda Córrego da Luz, RPPN Fazenda Cruzeiro, RPPN Fazenda da Serra, RPPN Fazenda Estância Dorochê, RPPN Fazenda Limeira, RPPN Fazenda Macedônia, RPPN Fazenda Mata Funda, RPPN Fazenda Não me Deixes, RPPN Fazenda Olho D'Água do Urucu, RPPN Fazenda Pacatuba, RPPN Fazenda Palmeiras, RPPN Fazenda Palmira, RPPN Fazenda Palmital, RPPN Fazenda Panema, RPPN Fazenda Paraíso, RPPN Fazenda Pé de Serra, RPPN Fazenda Pedra Bonita, RPPN Fazenda Pedra D'Agua, RPPN Fazenda Piabas, RPPN Fazenda Primavera, RPPN Fazenda Ressaca, RPPN Fazenda Roça Grande, RPPN Fazenda Samoinho, RPPN Fazenda San Michele, RPPN Fazenda Santa Clara, RPPN Fazenda Santa Izabel, RPPN Fazenda Santa Luzia, RPPN Fazenda São Geraldo, RPPN Fazenda Sayonara, RPPN Fazenda Serrinha, RPPN Fazenda Serrote, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Fazenda Suspiro, RPPN Fazenda Várzea, RPPN Fazendinha, RPPN Floresta Negra, Parque Natural para Estudos, Pesquisa e Educação Ambiental, RPPN Gleba O Saquinho de Itapirapuá, RPPN Itajurú ou Sobrado, RPPN Jornalista Antenor Novaes, RPPN Juerana, RPPN Laço de Amor, RPPN Lagoa do Peixe, RPPN Meandros II, RPPN Monlevade, RPPN Morro das Aranhas, RPPN Morro do Curussu Mirim, RPPN Nave da Esperança, RPPN Panelão dos Muriques, RPPN Parque Ecológico ARTEX, RPPN Parque Ecológico João Basso, RPPN Pé da Laje, RPPN Prima Luna, RPPN Racho 55-I, RPPN Reserva Ambiental de Educação E Pesquisa Banana Menina, RPPN Reserva Boca da Mata, RPPN Reserva do Caraguatá II, RPPN Reserva do Caraguatá III, RPPN Reserva Ecológica Amadeu Botelho, RPPN Reserva Ecológica da Mata Fria, RPPN Reserva Natural Brejo, RPPN Reserva Rizzieri, RPPN Reserva Santa Mônica, RPPN Reserva Santa Tereza, RPPN Reserva Santuário de Vida Silvestre Pousada das Araras, RPPN Reserva Serra das Almas, RPPN Rio Bonito, RPPN Rio dos Pilões, RPPN Santa Maria de Tapuã, RPPN São Joquim da Cabonha APA I e APA II, RPPN Ser Nativo, RPPN Serra das Almas II, RPPN Sítio Capuavinha, RPPN Sítio Curucutu, RPPN Sítio do Bananal, RPPN Sítio do Jacu, RPPN Sítio Grimpas, RPPN Sitio Palmital, RPPN Sítio Pithon, RPPN Sítio Raio Solar, RPPN Sítio Ryan, RPPN Sítio Sannyasim, RPPN Sítio São Francisco, RPPN Usina Mauricio, RPPN Voturuna II, Sítio do Cantoneiro",Aumentando,5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon mystax,Mamíferos,11/2021,Quase Ameaçada,Sim,Sim,"Espírito Santo, Minas Gerais",|Sudeste|,Mata Atlântica,PARNA do Caparaó,,,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 11 - Mudanças e extremos climáticos|11.4 - Tempestades/enchentes 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Paracerura,Paracerura bella,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,PARNA da Tijuca,,,Desconhecida,
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis flavicauda,Peixes Marinhos (ósseos),06/2019,Menos Preocupante,Sim,Não,"Bahia, Espírito Santo, Paraíba, Rio de Janeiro, São Paulo",|Nordeste|Sudeste|,"Mata Atlântica, Sistema Costeiro-Marinho","APA do Arquipélago de Trindade e Martim Vaz, MONA Arquipélago das Ilhas Cagarras","APA MARINHA DO LITORAL CENTRO, PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS",,Desconhecida,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Bathygobius,Bathygobius geminatus,Peixes Marinhos (ósseos),06/2019,Menos Preocupante,Não,Não,"Alagoas, Bahia, Ceará, Espírito Santo, Pernambuco",|Nordeste|Sudeste|,"Mata Atlântica, Sistema Costeiro-Marinho","PARNA Jericoacoara, RESEX Cassurubá","ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS",,Desconhecida,
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,Apostolepis tertulianobeui,Répteis,11/2019,Menos Preocupante,Sim,Não,"Goiás, Minas Gerais, São Paulo, Tocantins",|Centro-Oeste|Norte|Sudeste|,"Cerrado, Mata Atlântica",,,,Desconhecida,
Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Euryzygomatomys,Euryzygomatomys spinosus,Mamíferos,10/2020,Menos Preocupante,Não,Não,"Espírito Santo, Mato Grosso, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",|Centro-Oeste|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa","APA Petrópolis, ESEC da Serra das Araras, FLONA de Ipanema , PARNA das Sempre-Vivas","APA SERRA DO MAR, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DO DESENGANO, RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS",,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Dermanura gnoma,Mamíferos,11/2018,Menos Preocupante,Não,Não,"Amapá, Amazonas, Bahia, Espírito Santo, Maranhão, Mato Grosso, Pará, Piauí, Rondônia, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","APA Tapajós, ARIE Projeto Dinâmica Biológica de Fragmentos Florestais, ESEC da Serra das Araras, PARNA Juruena, RESEX Auati-Paraná","PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL IGARAPÉS DO JURUENA",RPPN Ecoparque de Una,Desconhecida,
Animalia,Chordata,Aves,Passeriformes,Melanopareiidae,Melanopareia,Melanopareia torquata,Aves,10/2018,Menos Preocupante,Não,Não,"Amazonas, Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Piauí, Rondônia, São Paulo, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","APA Bacia do Rio Descoberto, APA do Morro da Pedreira, APA Nascentes do Rio Vermelho, APA Planalto Central, ARIE Capetinga-Taquara, ESEC da Serra das Araras, ESEC Serra Geral do Tocantins, FLONA de Brasília, FLONA Trairão, PARNA Campos Amazônicos, PARNA da Chapada das Mesas, PARNA da Chapada Diamantina, PARNA da Chapada dos Guimarães, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Bodoquena, PARNA da Serra da Canastra, PARNA da Serra do Cipó, PARNA de Brasília, PARNA Grande Sertão Veredas, PARNA Serra da Cutia, REBIO Nascentes da Serra do Cachimbo","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, Área de Proteção Ambiental Jalapão, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, ESTAçãO ECOLóGICA DE SANTA BáRBARA, ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO, MONUMENTO NATURAL DAS ÁRVORES FOSSILIZADAS, PARQUE ESTADUAL RIO PRETO, PARQUE ESTADUAL SERRA AZUL, PARQUE ESTADUAL SERRA DO ROLA MOÇA, REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ","RPPN Adília Paraguassu Batista, RPPN Água Bonita, RPPN Bela Vista, RPPN Cachoeira Boa Vista, RPPN Cachoeira do Cerradão, RPPN Chakra Grisu, RPPN Córrego dos bois, RPPN dos Feixos, RPPN Fazenda Cruzeiro, RPPN Fazenda Mata Funda, RPPN Parque Ecológico João Basso, RPPN Reserva Ecológica da Mata Fria, RPPN Sítio Estrela Dalva, RPPN Sítio Grimpas, RPPN Sítio São Francisco, RPPN Unidade de Conservação de Galheiros",Desconhecida,2 - Agropecuária e Aquacultura 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas
Animalia,Chordata,Actinopterygii,Characiformes,Parodontidae,Apareiodon,Apareiodon hasemani,Peixes Continentais,04/2018,Menos Preocupante,Sim,Não,"Bahia, Minas Gerais",|Nordeste|Sudeste|,"Caatinga, Cerrado, Mata Atlântica",,"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH",,Estável,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 2 - Agropecuária e Aquacultura|2.3 - Pecuária 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.2 - Espécie não conhecida 9 - Poluição|9.2 - Industrial 9 - Poluição|9.3 - Agropecuária e florestal
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis cinerascens,Aves,06/2019,Menos Preocupante,Não,Não,"Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa","APA Bacia do Rio Paraíba do Sul, APA Guaraqueçaba, APA Ibirapuitã, APA Ilhas e Várzeas do Rio Paraná, APA Petrópolis, APA Serra da Mantiqueira, ARIE Serra da Abelha e Rio da Prata , ESEC Aracuri-Esmeralda, FLONA Chapecó, FLONA de Passo Fundo, FLONA Três Barras, Parna Aparados da Serra, PARNA Araucárias, PARNA da Serra da Bocaina, PARNA da Serra da Canastra, PARNA da Serra dos Órgãos, PARNA da Serra Geral, PARNA de Ilha Grande, PARNA de Itatiaia, PARNA do Caparaó, PARNA Iguaçu, PARNA São Joaquim, REBIO Perobas, REVIS dos Campos de Palmas","APA CAMPOS DO JORDÃO, APA JUNDIAí, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SAPUCAí MIRIM, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO MUCURI, ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DO TAINHAS","RPPN Alegrete, RPPN Caetezal, RPPN dos Feixos, RPPN Estação Biológica da Mata do Sossego, RPPN Fattoria Grigia, RPPN Fazenda Araucária, RPPN - Fazenda Barra do Pirapetinga, RPPN Fazenda Barra do Sana, RPPN Fazenda Curupira, RPPN Fazenda da Serra, RPPN Fazenda do Iracambi, RPPN Fazenda Limeira, RPPN Fazenda San Michele, RPPN Fazenda Suspiro, RPPN Gleba O Saquinho de Itapirapuá, RPPN Gralha-Azul, RPPN Itajurú ou Sobrado, RPPN Nave da Esperança, RPPN Rancho Mira-Serra, RPPN Reserva Particular Professor Delmar Harry dos Reis, RPPN Rio dos Pilões, RPPN Segredo das Águas, RPPN Sítio Capuavinha, RPPN Sítio do Bananal, RPPN Sítio Grimpas, RPPN Sítio Monte Ararat, RPPN Sítio Raio Solar, RPPN Sítio São Francisco, Sítio do Cantoneiro",Desconhecida,
