Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Grupo,Mes_Ano_Avaliacao,Categoria,Endemica_Brasil,Consta_em_Lista_Nacional_Oficial,Estado,Regiao,Bioma,UC_Federal,UC_Estadual,RPPN,Tendencia_Populacional,Ameaca
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Nectomys,Nectomys rattus,Mamíferos,10/2020,Menos Preocupante,Não,Não,"Amapá, Amazonas, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Paraíba, Pernambuco, Piauí, Roraima, Tocantins",|Centro-Oeste|Nordeste|Norte|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","APA Planalto Central, ESEC Serra Geral do Tocantins, PARNA da Chapada dos Veadeiros, PARNA de Brasília, REBIO de Saltinho, REBIO do Lago Piratuba, REBIO Guaribas, REBIO Rio Trombetas","APA DE CAFURINGA, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI",,Estável,7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus devincenzii,Anfíbios,09/2018,Menos Preocupante,Não,Não,Rio Grande do Sul,|Sul|,"Mata Atlântica, Pampa",APA Ibirapuitã,PARQUE ESTADUAL DO TURVO,,Desconhecida,
Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Perissophlebiodes,Perissophlebiodes flinti,Invertebrados de Água Doce,11/2019,Menos Preocupante,Sim,Não,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",|Nordeste|Sudeste|,"Caatinga, Mata Atlântica",PARNA da Chapada Diamantina,"APA SERRA DO MAR, PARQUE ESTADUAL INTERVALES, PARQUE ESTADUAL SERRA DO BRIGADEIRO",,Desconhecida,9 - Poluição|9.3 - Agropecuária e florestal|9.3.2 - Erosão do solo/sedimentação
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Americabaetis,Americabaetis alphus,Invertebrados de Água Doce,11/2019,Menos Preocupante,Não,Não,"Alagoas, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Mato Grosso, Minas Gerais, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","APA Nascentes do Rio Vermelho, APA Serra da Ibiapaba, PARNA Campos Amazônicos, PARNA de Sete Cidades, PARNA do Caparaó, REBIO Augusto Ruschi, REBIO de Pedra Talhada, REBIO de Saltinho, REBIO de Sooretama","PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DE DOIS IRMÃOS",,Desconhecida,
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,Mamíferos,03/2021,Menos Preocupante,Não,Não,"Alagoas, Amapá, Amazonas, Bahia, Ceará, Mato Grosso, Pará, Paraíba, Pernambuco, Rondônia",|Centro-Oeste|Nordeste|Norte|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","APA Tapajós, ESEC da Serra das Araras, FLONA Amazonas, FLONA Itaituba II, FLONA Mulata, PARNA Pico da Neblina, REBIO Guaribas, RESEX Tapajós-Arapiuns","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ, FLORESTA ESTADUAL DE FARO, FLORESTA ESTADUAL DO AMAPÁ, FLORESTA ESTADUAL DO PARU, PARQUE ESTADUAL CHARAPUCU, RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU, RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT",,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.2 - Uso intencional - larga escala
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates inequalis,Peixes Continentais,10/2020,Menos Preocupante,Não,Não,"Rio Grande do Sul, Santa Catarina",|Sul|,"Mata Atlântica, Pampa, Sistema Costeiro-Marinho",ESEC do Taim,"ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ",RPPN Fazenda Curupira,Desconhecida,
Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Peponocephala,Peponocephala electra,Mamíferos,05/2018,Menos Preocupante,Não,Não,"Alagoas, Bahia, Ceará, Espírito Santo, Pernambuco, Piauí, Rio Grande do Norte, São Paulo, Sergipe",|Nordeste|Sudeste|,"Caatinga, Mata Atlântica, Sistema Costeiro-Marinho","APA Costa dos Corais, APA Delta do Parnaíba, APA Piaçabuçú, PARNA Jericoacoara, REBIO Santa Isabel","APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ, ÁREA DE PROTEÇÃO AMBIENTAL DO LAGAMAR DO CAUIPE, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI",,Desconhecida,11 - Mudanças e extremos climáticos 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.5 - Captura indireta - subsistência/pequena escala|5.4.5.7 - Emalhe 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.6 - Captura indireta - larga escala|5.4.6.7 - Emalhe 8 - Espécies invasoras problemáticas e doenças|8.8 - Doenças de causas desconhecidas 9 - Poluição|9.4 - Lixo e resíduos sólidos 9 - Poluição|9.6 - Excesso de energia|9.6.3 - Poluição sonora
Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,Argia tamoyo,Invertebrados de Água Doce,12/2021,Menos Preocupante,Não,Não,"Espírito Santo, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Sergipe",|Centro-Oeste|Nordeste|Sudeste|,"Cerrado, Mata Atlântica",PARNA da Serra de Itabaiana,"ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA",RPPN Reserva Ecológica da Mata Fria,Desconhecida,
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Pseudoboa,Pseudoboa serrana,Répteis,11/2019,Menos Preocupante,Sim,Não,"Minas Gerais, Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"APA Petrópolis, APA Serra da Mantiqueira, PARNA da Serra dos Órgãos","APA SAPUCAí MIRIM, ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA, PARQUE ESTADUAL DA PEDRA SELADA, PARQUE ESTADUAL DA SERRA DO MAR","RPPN Fattoria Grigia, RPPN Fazenda Alto da Boa Vista, RPPN Fazenda Limeira, RPPN Fazenda Suspiro, RPPN Morro do Curussu Mirim",Desconhecida,
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche chlororhynchos,Aves,10/2019,Em Perigo,Não,Sim,"Bahia, Ceará, Espírito Santo, Maranhão, Pará, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe",|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Mata Atlântica, Pampa, Sistema Costeiro-Marinho","APA Baleia Franca, APA Guaraqueçaba, ESEC Tupinambás, PARNA da Lagoa do Peixe, PARNA Superagui, REBIO Marinha do Arvoredo, RESEX Arraial do Cabo, RESEX Cururupu","APA ILHA COMPRIDA, APA MARINHA DO LITORAL CENTRO, APA MARINHA DO LITORAL NORTE, APA MARINHA DO LITORAL SUL, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, PARQUE ESTADUAL ACARAI, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DA ILHA DO MEL, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DO PRELADO, PARQUE ESTADUAL DO RIO VERMELHO","RPPN Araçari, RPPN CEFLUSMME, RPPN Fazenda Sayonara, RPPN Gleba O Saquinho de Itapirapuá, RPPN Morro das Aranhas, RPPN Morro do Curussu Mirim, RPPN Reserva Rizzieri, RPPN Sítio do Jacu",Declinando,5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.5 - Captura indireta - subsistência/pequena escala|5.4.5.3 - Aparelho com anzol|5.4.5.3.2 - Corrico ou linha de corso 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.6 - Captura indireta - larga escala|5.4.6.2 - Linha de mão 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos|5.4.6 - Captura indireta - larga escala|5.4.6.8 - Espinhel 9 - Poluição 9 - Poluição|9.4 - Lixo e resíduos sólidos 9 - Poluição|9.4 - Lixo e resíduos sólidos|9.4.1 - Urbanos
Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Remartinia,Remartinia luteipennis,Invertebrados de Água Doce,12/2021,Menos Preocupante,Não,Não,"Acre, Bahia, Mato Grosso, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pampa",,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,"RPPN Fazenda São Geraldo, RPPN Granja São Roque - Reserva do Paredão, RPPN Reserva Ecológica da Mata Fria",Desconhecida,
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus lherminieri,Aves,10/2019,Criticamente em Perigo,Não,Sim,"Espírito Santo, Pernambuco",|Nordeste|Sudeste|,"Mata Atlântica, Sistema Costeiro-Marinho","APA Fernando de Noronha, PARNA Marinho de Fernando de Noronha",,,Desconhecida,6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 8 - Espécies invasoras problemáticas e doenças|8.1 - Espécies exóticas|8.1.1 - Espécie conhecida|8.1.1.2 - Predadores 8 - Espécies invasoras problemáticas e doenças|8.2 - Espécies domésticas|8.2.2 - Predadores
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hemiancistrus,Hemiancistrus chlorostictus,Peixes Continentais,11/2021,Menos Preocupante,Sim,Não,"Rio Grande do Sul, Santa Catarina",|Sul|,"Mata Atlântica, Pampa",,,,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 5 - Uso de recursos biológicos|5.4 - Pesca e uso de recursos aquáticos 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto
Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus werneri,Anfíbios,09/2018,Menos Preocupante,Sim,Não,"Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Mata Atlântica, Pampa","APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, PARNA da Serra do Itajaí, PARNA Guaricana","APA ILHA COMPRIDA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL CAVERNA DO DIABO, PARQUE ESTADUAL DA CAMPINA DO ENCANTADO, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DO ITINGUÇU, PARQUE ESTADUAL DO RIO TURVO, PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA, PARQUE ESTADUAL XIXOVÁ-JAPUÍ","RPPN Caetezal, RPPN Fazenda Figueira, RPPN Parque Ecológico ARTEX",Desconhecida,
Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus cuvieri,Anfíbios,05/2018,Menos Preocupante,Não,Não,"Alagoas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraíba, Paraná, Pernambuco, Rio Grande do Sul, Santa Catarina, São Paulo, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","APA Bacia do Rio Paraíba do Sul, APA do Morro da Pedreira, APA Nascentes do Rio Vermelho, APA Planalto Central, PARNA da Chapada dos Veadeiros, PARNA Iguaçu","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA DO LAGO PARANOÁ, APA PIRACICABA JUQUERI MIRIM ÁREA I, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DAS GALÉS E DA PORTARIA, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DO MORRO DO DIABO",RPPN Fazenda Palmeiras,Desconhecida,
Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema henselii,Anfíbios,09/2018,Menos Preocupante,Não,Não,"Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho","APA Guaraqueçaba, ESEC Mata Preta, PARNA Araucárias, PARNA Campos Gerais, PARNA da Serra Geral, PARNA Iguaçu, REVIS dos Campos de Palmas","APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO VERDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DA SERRA FURADA, PARQUE ESTADUAL DE ITAPEVA, PARQUE ESTADUAL DO RIO TURVO, PARQUE ESTADUAL FRITZ PLAUMANN, PARQUE NATURAL MUNICIPAL DE SERTãO, PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA",RPPN Chácara Edith,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 2 - Agropecuária e Aquacultura|2.2 - Silvicultura
Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus haddadi,Anfíbios,09/2018,Menos Preocupante,Sim,Não,"Alagoas, Bahia, Espírito Santo, Minas Gerais, Pernambuco, Sergipe",|Nordeste|Sudeste|,"Caatinga, Mata Atlântica","ESEC de Murici, PARNA do Descobrimento, PARNA do Pau Brasil, REBIO Augusto Ruschi, REBIO de Pedra Talhada","ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL MESTRE ÁLVARO, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DA FONTE GRANDE, REFúGIO DE VIDA SILVESTRE MATA DA USINA SãO JOSé","RPPN Araçari, RPPN Ecoparque de Una, RPPN Fazenda Pindorama - BA, RPPN Fazenda São Pedro, RPPN Fazenda Sayonara, VALE DO SOL",Desconhecida,
Animalia,Chordata,Amphibia,Anura,Hylidae,Lysapsus,Lysapsus limellum,Anfíbios,05/2018,Menos Preocupante,Não,Não,"Acre, Amapá, Amazonas, Mato Grosso, Mato Grosso do Sul, Pará, Paraná, Rondônia",|Centro-Oeste|Norte|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pantanal","PARNA Anavilhanas, PARNA Serra do Divisor",RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ,RPPN Seringal Assunção,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,Rineloricaria anhaguapitan,Peixes Continentais,10/2020,Menos Preocupante,Sim,Não,Rio Grande do Sul,|Sul|,Mata Atlântica,,,,Desconhecida,3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rhinelepis,Rhinelepis strigosa,Peixes Continentais,11/2020,Menos Preocupante,Não,Não,"Mato Grosso, Mato Grosso do Sul, Paraná, Rio Grande do Sul",|Centro-Oeste|Sul|,"Cerrado, Mata Atlântica, Pampa, Pantanal",,,RPPN Arara Azul,Desconhecida,3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,Rineloricaria baliola,Peixes Continentais,10/2020,Menos Preocupante,Não,Não,Rio Grande do Sul,|Sul|,"Mata Atlântica, Pampa",FLONA de Passo Fundo,ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE,,Desconhecida,
Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,Ortalis guttata,Aves,08/2018,Menos Preocupante,Não,Não,"Acre, Amazonas, Bahia, Mato Grosso, Pará, Paraná, Rondônia, Santa Catarina",|Centro-Oeste|Nordeste|Norte|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","FLONA Humaitá, FLONA Mapiá-Inauini, FLONA Purus, PARNA Amazônia, PARNA Serra da Cutia, PARNA Serra do Divisor, RESEX Arapixi, RESEX Cazumbá-Iracema, RESEX Lago do Cuniã, RESEX Marinha Pirajubaé, RESEX Rio Ouro Preto",RESERVA BIOLÓGICA TRAÇADAL,,Desconhecida,
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Cheirodon,Cheirodon ibicuhiensis,Peixes Continentais,04/2018,Menos Preocupante,Não,Não,Rio Grande do Sul,|Sul|,"Mata Atlântica, Pampa, Sistema Costeiro-Marinho","APA Ibirapuitã, ESEC do Taim, PARNA da Lagoa do Peixe",ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE,RPPN Pontal da Barra,Desconhecida,
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeodes,Cloeodes xyrognathos,Invertebrados de Água Doce,11/2019,Menos Preocupante,Sim,Não,Santa Catarina,|Sul|,Mata Atlântica,PARNA São Joaquim,,,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,Trichomycterus luetkeni,Peixes Continentais,04/2021,Dados Insuficientes,Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 3 - Produção energética e mineração|3.2 - Mineração 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.2 - Escoamento urbano 9 - Poluição|9.2 - Industrial
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Schizodon,Schizodon platae,Peixes Continentais,10/2020,Menos Preocupante,Não,Não,"Paraná, Rio Grande do Sul",|Sul|,"Mata Atlântica, Pampa",,,,Desconhecida,
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus rufus,Aves,01/2021,Menos Preocupante,Não,Não,"Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","APA Bacia do Rio Paraíba do Sul, APA Barra do Rio Mamanguape, APA Carste da Lagoa Santa, APA Cavernas do Peruaçu, APA Chapada do Araripe, APA Delta do Parnaíba, APA do Boqueirao da Onça, APA do Morro da Pedreira, APA Ilhas e Várzeas do Rio Paraná, APA Petrópolis, ARIE Manguezais da Foz do Rio Mamanguape, ESEC Aracuri-Esmeralda, ESEC da Terra do Meio, ESEC de Caracaraí, ESEC Mico-Leão-Preto, ESEC Niquiá, ESEC Raso da Catarina, ESEC Seridó, ESEC Serra Geral do Tocantins, FLONA Carajás, FLONA Contendas do Sincorá, FLONA de Ipanema , FLONA de Negreiros, FLONA do Araripe-Apodi, FLONA do Tapajós, FLONA Jamari, FLONA Mapiá-Inauini, FLONA Restinga de Cabedelo, FLONA Silvânia, FLONA Tapirape-Aquiri, FLONA Trairão, PARNA Amazônia, PARNA Anavilhanas, PARNA Cavernas do Peruaçu, PARNA da Chapada Diamantina, PARNA da Chapada dos Veadeiros, PARNA das Emas, PARNA da Serra da Canastra, PARNA da Serra da Capivara, PARNA da Serra das Confusões, PARNA da Serra do Cipó, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA de Boa Nova, PARNA de Itatiaia, PARNA do Catimbau, PARNA do Viruá, PARNA Jaú, REBIO de Saltinho, REBIO de Serra Negra, REBIO de Sooretama, REBIO de Una, REBIO do Gurupi, REBIO do Lago Piratuba, REBIO Guaribas, REBIO Nascentes da Serra do Cachimbo, REBIO Perobas, REBIO Rio Trombetas, REVIS Boa Nova, REVIS da Ararinha Azul","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA, AREA DE PROTECAO AMBIENTAL XERIUINI, ESTAçãO ECOLóGICA DE SANTA BáRBARA, PARQUE ESTADUAL MATA SECA, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO, RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO","RPN Salto Apepique, RPPN Adão e Eva, RPPN Aldeia Ekinox, RPPN Arajara Park, RPPN Arara Azul, RPPN CEFLUSMME, RPPN Chakra Grisu, RPPN Córrego dos bois, RPPN Engenho Gargaú, RPPN Fazenda Boa Esperança, RPPN Fazenda Caetano, RPPN Fazenda Córrego da Luz, RPPN Fazenda Estância Dorochê, RPPN Fazenda Palmeiras, RPPN Fazenda Panema, RPPN Fazenda Roça Grande, RPPN Fazenda Sayonara, RPPN Fazenda Serrinha, RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Fonte da Bica, RPPN Lote Cristalino, RPPN Morro do Curussu Mirim, RPPN Racho 55-I, RPPN Reserva Boca da Mata, RPPN Reserva Ecológica da Mata Fria, RPPN Reserva Ecológica Maurício Dantas, RPPN Reserva Santuário de Vida Silvestre Pousada das Araras, RPPN Santa Maria de Tapuã",Desconhecida,
Animalia,Chordata,Amphibia,Anura,Hylidae,Phyllodytes,Phyllodytes tuberculosus,Anfíbios,09/2018,Dados Insuficientes,Sim,Não,Bahia,|Nordeste|,Mata Atlântica,,,,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.2 - Coleta de plantas terrestres|5.2.2 - Efeitos indiretos (a espécie não é o alvo) 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax berthae,Anfíbios,09/2018,Menos Preocupante,Não,Não,"Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica, Pampa","FLONA São Francisco de Paula, Parna Aparados da Serra, PARNA Araucárias, PARNA da Lagoa do Peixe, PARNA Iguaçu","APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA RIO BATALHA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL DE ITAPEVA, PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA",,Desconhecida,
Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leander,Leander paulensis,Invertebrados Marinhos,10/2016,Menos Preocupante,Não,Não,"Bahia, Ceará, Maranhão, Paraíba, Paraná, Pernambuco, Rio Grande do Norte, Santa Catarina, São Paulo",|Nordeste|Sudeste|Sul|,"Caatinga, Mata Atlântica, Sistema Costeiro-Marinho",REBIO Atol das Rocas,"APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS",,Desconhecida,
